duration,pktcount,bytecount,src2dstpkts,dst2srcpkts,meanpktsize,tcpsyn,tcprst,process_memory,registry_mods,file_ops,dns_queries,arp_packets,cpu_spike,disk_spike,network_spike,label
97.00662405109516,1449,2833158,1204,82,421.3563202969844,2,2,22.727708197480517,5,41,5,5,10.270209492549114,13.582058036690961,65.62975836924619,benign
67.26861565954337,1920,4577635,643,697,480.49257647948224,31,7,68.28128925294399,5,30,5,3,6.8243256376336445,5.898695494020035,49.56449499283699,benign
176.22027122576623,517,2854742,1292,187,190.66212466111986,46,10,64.05198528827282,2,30,3,2,17.87450335205555,6.592759004136459,31.75640748428204,benign
89.4052581801504,1020,2080694,338,139,72.77238131013063,25,19,45.08808460009259,1,25,10,5,12.817873021556826,16.44682062707943,54.843898785391794,benign
183.5339614155563,1121,2589225,1068,63,90.52209276970295,26,16,47.433838531383856,1,18,10,2,6.216453323241398,9.220345075602925,63.776689390916765,benign
262.283915259111,1477,3948568,635,589,53.679832676258414,7,13,28.03609663953888,2,28,7,2,6.131059862781616,5.767365310745125,60.56351786493493,benign
147.0057062266283,691,617829,841,556,252.65947128818814,36,8,69.51867907751681,4,48,10,0,8.21658476723038,6.450222290371027,43.587850269233805,benign
296.82903946474545,1242,3067928,345,243,321.108328022846,26,16,22.415294369445746,0,13,6,3,17.983317758327082,7.234109968646672,90.38185228702065,benign
93.54743658536525,1355,2673023,382,442,495.77708190251303,48,9,55.62347933785921,4,37,9,3,22.718495160885947,9.496858471061206,83.41739499194418,benign
148.4058743677847,1479,920429,903,637,188.4550251702939,47,20,21.59882929782999,3,21,10,4,10.688580632470568,5.770327476805814,53.24039053429726,benign
185.81575982992393,1576,3190267,352,881,356.32710277280546,3,18,76.89231024705808,0,17,1,3,12.84231208614638,7.271468871790182,72.14502348266728,benign
158.4905782374492,1687,3957113,177,762,112.13711860334459,14,17,39.502972065563284,5,35,9,3,12.843814968445429,7.597736357859916,92.09117448316094,benign
142.15848424364307,825,2218630,1299,535,136.51887611152102,16,8,53.48519904844425,1,24,5,5,10.181944871366007,15.57482389610295,38.53366705166032,benign
143.7127618083136,1728,2294928,639,164,308.0645617431403,35,12,73.74562769241356,3,27,3,2,6.051662170818138,19.329705765188628,17.112649240886533,benign
281.7623116535713,1443,2152207,1031,259,140.9306032402684,35,8,75.98143602699847,5,22,3,0,20.391925860362306,13.802457478562227,31.82122345692581,benign
220.76015157434495,1187,1894070,1356,278,73.62099807775826,27,10,63.041483375014614,0,48,3,0,29.11296918063472,19.66866067749631,24.21469685898475,benign
216.69427144831195,1903,3991457,1027,706,139.75518860042075,19,10,37.12492047811951,0,10,10,1,18.378806922340118,15.84676517363635,94.30024417755634,benign
279.1751341607646,458,3506473,410,996,463.8356653329203,26,15,31.178697915349332,5,23,1,0,12.459805266552019,14.041744482588099,93.56093614153154,benign
140.41010728698072,1030,4558534,1123,545,450.1669836964624,9,16,48.0812461403774,1,12,6,1,23.277980845219354,14.724280080638625,74.67383561102983,benign
63.380206948431535,790,2475842,1212,730,390.77723761590255,12,19,71.36879025640746,3,32,9,2,7.168444246208898,15.038837801149313,26.6303080942606,benign
93.74685015223163,762,2081769,63,307,222.60847580421387,29,8,77.24208935929475,2,42,10,0,11.53882877038482,10.393281358417338,31.26723196797959,benign
220.26866755168112,1053,2574678,377,455,358.73312895099974,46,9,61.41742264512885,5,23,6,4,10.521230999218037,19.360408052828397,53.036370976170154,benign
169.19488146496087,1340,3135192,901,758,297.15552896826415,31,17,68.11969950680185,1,20,10,0,18.13766640550419,12.922596861097901,42.560638167181935,benign
280.13872962743415,329,519064,1171,964,277.46917524166815,37,17,28.991142882944857,2,38,8,0,22.00738094847677,15.753769492709749,53.99451701480707,benign
275.7334444112337,1012,467706,978,175,280.9615294407387,30,18,23.464206855951485,3,48,5,5,5.544261447330696,8.816858286014186,10.271392443197986,benign
112.29631408151019,249,380918,917,392,365.1731951437291,35,1,76.07496793309679,0,35,1,2,15.221673395481206,16.534580938752242,78.92449146313406,benign
294.79998838178426,1422,3527251,816,952,222.1158284831174,25,12,24.814999557762004,5,39,3,5,26.50716452817803,6.7794975092791345,99.35620984698282,benign
154.3340716281698,360,1869060,57,814,60.23089729488497,20,14,60.40999146659402,4,32,9,3,25.58401093439461,8.712680577556632,41.154376148886406,benign
126.15593467083056,1892,947609,115,868,347.0889586110284,40,0,34.439977648592716,0,11,10,0,16.161026656215057,15.080354553083286,88.49911760077528,benign
118.73619629241419,190,3375446,948,279,292.8919140083427,49,1,28.408134506894278,2,19,10,2,19.43687036594705,16.588073187231856,83.65442401811376,benign
116.85696834641294,1894,1202755,1402,573,149.46923320071465,20,8,23.65745822640573,4,16,7,4,17.390519687325522,19.58435353015529,94.74277688487206,benign
221.12220593897337,1709,4400515,702,753,237.3460850396501,10,9,42.58761131042792,4,35,4,1,12.518410469878695,15.613651962319583,82.51985439413983,benign
279.5378817158173,1251,3462789,903,610,288.49631630138856,25,7,35.29973873645219,2,46,2,3,26.178334647990297,6.386959947902955,75.21262410764817,benign
105.7155884233772,649,3164914,1429,659,321.3149202450841,5,6,68.27903707103272,4,47,9,1,16.98485516177287,18.04210777286807,39.96678797369391,benign
289.6847425264016,131,1777772,439,799,102.79228974950053,49,15,74.86647780653529,5,43,4,3,27.87816148983891,13.281189388217218,79.79624938573933,benign
151.35881864950142,1192,3014687,681,307,211.8400780913788,32,14,25.916493893928802,5,35,6,1,14.267623035781462,11.208952558679368,60.62722547179189,benign
113.10578359589405,398,137062,584,606,470.6412126333591,38,13,37.71153725046429,1,26,4,3,19.244737817600875,8.685950245630162,59.55782792653677,benign
286.43149081143133,791,2159613,1050,780,338.7625044794182,32,14,30.09401875709246,2,15,3,5,18.663658218144683,7.760716592919012,90.04280767435071,benign
297.67764981116557,220,4396164,119,899,431.0138224322251,43,1,65.86033061432116,3,13,4,0,22.679239092586496,5.137121925359926,55.51596277237586,benign
149.56816624483486,1365,4054410,1400,539,57.07929509114888,35,17,44.680310493044985,0,38,5,4,29.436983705812793,5.257138964036408,83.18414988225189,benign
221.76790850861047,1751,1504799,269,980,93.34125061313381,10,7,31.515923419496794,4,21,6,2,24.87340830208667,6.18528865721653,96.33680147336771,benign
170.15945893228442,598,1895627,664,740,422.6279354210213,6,20,79.50048231700919,5,7,2,3,14.481600555995398,13.29052159294543,15.050344521606913,benign
62.268041436991346,450,694621,1073,905,245.25934338724804,22,18,78.63975339738741,0,38,1,1,10.28542639711368,18.021753358724084,89.87988763310442,benign
174.1200690348656,195,624676,1451,987,176.16785619177102,35,18,59.48655442874213,1,25,1,1,19.67590260211221,16.283817047702975,74.14402599544238,benign
155.59104489482928,257,2511516,382,617,158.21248743692905,25,17,39.90379037730972,5,13,2,4,23.63641403137209,10.187892472784567,18.79172086222427,benign
115.71456105472085,255,2858099,1289,827,326.23935512964636,39,12,78.13523163209331,2,6,5,3,17.265086402769832,10.337167965587717,94.70285604736529,benign
163.64350709749073,1492,4915676,1403,429,88.56235293653108,40,9,67.8833104281648,5,9,2,2,8.85552409663796,15.67515732167925,67.05107937667458,benign
237.5172693543827,748,3026772,268,133,52.33785006651355,20,14,41.5950498408138,2,11,3,0,9.68479458819693,11.732655155321773,59.926600054798094,benign
157.930602019953,153,752777,774,607,91.87891720694337,39,10,71.8230906360915,0,23,7,3,24.479227640610098,15.87265766052187,60.35828911862284,benign
298.2552480307336,597,4798951,1117,213,358.3921963075504,11,4,36.13513781180885,2,36,3,0,9.180185018978317,9.139428074036054,36.977702852940695,benign
247.8399897997165,839,2112410,555,778,331.2651594960026,39,19,31.732893492815627,0,13,5,0,28.720586559864127,9.983258229674405,65.81729690872204,benign
252.9783508697718,774,3693857,735,480,416.96396150135143,42,19,28.167468294695887,2,43,4,3,12.854582029886034,19.46861934642191,97.18526995720259,benign
129.94755637921276,1523,4119867,1229,840,159.09093355125788,25,8,68.98967092597479,3,28,2,4,9.995001217765179,19.958973885956677,26.193449134782973,benign
244.2282978596076,155,3873367,1500,254,247.30472943900887,19,2,69.13793408026751,3,48,8,1,20.83340099134159,8.630317515061982,69.27966716790863,benign
231.6567339118623,1716,3163428,201,499,495.8152764966356,31,18,44.04830583976242,4,49,7,4,5.9191291016938,19.52642061109053,73.14708583500337,benign
254.9512741629588,1316,713880,273,827,161.70393598020627,43,11,29.98030959680669,4,7,10,5,21.936797396604643,10.994266193376234,77.74144999566452,benign
291.7720266513188,981,889727,71,140,166.43226668164493,33,16,53.479604980581236,5,41,4,3,14.352989195125952,11.945948128291468,71.1599938792966,benign
225.70495337331135,408,2894796,100,534,97.04721110272776,27,2,26.964160277538483,5,14,6,2,13.576667021090653,16.764049962930457,56.90033468204245,benign
143.59207119255518,299,3676602,1476,503,193.50926339796519,20,1,68.6111562151219,0,6,6,5,7.734067044619346,17.000751886258357,93.69302018397332,benign
237.7174763272636,1156,1464419,1180,203,198.94534499892612,28,14,33.91133284468462,3,45,3,1,21.011971916501953,11.482016786439237,12.627304690815151,benign
207.38566496926074,504,3772308,1262,479,224.9761011600682,46,6,32.347068762039314,5,9,10,0,24.987558922167743,13.053335158559662,42.92137264712633,benign
107.29782603541092,333,2201779,1423,923,270.2677904626113,41,10,55.81824975697961,4,30,10,0,13.69811593591886,17.682767040043387,65.56264114027825,benign
255.29718102262413,1545,2496148,1308,644,88.1383858803625,9,10,27.071699159699403,2,12,3,2,22.33591354291114,12.662373042307413,47.641519559013275,benign
